category,exercise,name
PLANK,WEIGHTED_MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,Weighted Mountain Climber on Sliding Discs
PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,Weighted Mountain Climber with Feet on Bosu® Balance Trainer
PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,Weighted Mountain Climber with Hands on Bench
PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,Weighted Mountain Climber with Hands on Swiss Ball
PLANK,WEIGHTED_PLANK,Weighted Plank
PLANK,WEIGHTED_PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,Weighted Plank Jacks with Feet on Sliding Discs
PLANK,WEIGHTED_PLANK_KNEE_TWIST,Weighted Plank Knee Twist
PLANK,WEIGHTED_PLANK_PIKES,Weighted Plank Pikes
PLANK,WEIGHTED_PLANK_PIKE_JUMPS,Weighted Plank Pike Jumps
PLANK,WEIGHTED_PLANK_TO_STAND_UP,Weighted Plank to Stand-up
PLANK,WEIGHTED_PLANK_WITH_ARM_RAISE,Weighted Plank with Arm Raise
PLANK,WEIGHTED_PLANK_WITH_KNEE_TO_ELBOW,Weighted Plank with Knee-to-Elbow
PLANK,WEIGHTED_PLANK_WITH_OBLIQUE_CRUNCH,Weighted Plank with Oblique Crunch
PLANK,WEIGHTED_PLYOMETRIC_SIDE_PLANK,Weighted Plyometric Side Plank
PLANK,WEIGHTED_ROLLING_SIDE_PLANK,Weighted Rolling Side Plank
PLANK,WEIGHTED_SIDE_KICK_PLANK,Weighted Side Kick Plank
PLANK,WEIGHTED_SIDE_PLANK,Weighted Side Plank
PLANK,WEIGHTED_SIDE_PLANK_AND_ROW,Weighted Side Plank and Row
PLANK,WEIGHTED_SIDE_PLANK_LIFT,Weighted Side Plank Lift
PLANK,WEIGHTED_SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,Weighted Side Plank with Elbow on Bosu® Balance Trainer
PLANK,WEIGHTED_SIDE_PLANK_WITH_FEET_ON_BENCH,Weighted Side Plank with Feet on Bench
PLANK,WEIGHTED_SIDE_PLANK_WITH_KNEE_CIRCLE,Weighted Side Plank with Knee Circle
PLANK,WEIGHTED_SIDE_PLANK_WITH_KNEE_TUCK,Weighted Side Plank with Knee Tuck
PLANK,WEIGHTED_SIDE_PLANK_WITH_LEG_LIFT,Weighted Side Plank with Leg Lift
PLANK,WEIGHTED_SIDE_PLANK_WITH_REACH_UNDER,Weighted Side Plank with Reach Under
PLANK,WEIGHTED_SINGLE_LEG_ELEVATED_FEET_PLANK,Weighted Single-leg Elevated-feet Plank
PLANK,WEIGHTED_SINGLE_LEG_FLEX_AND_EXTEND,Weighted Single-leg Flex and Extend
PLANK,WEIGHTED_SINGLE_LEG_SIDE_PLANK,Weighted Single-leg Side Plank
PLANK,WEIGHTED_SPIDERMAN_PLANK,Weighted Spiderman Plank
PLANK,WEIGHTED_STRAIGHT_ARM_PLANK,Weighted Straight-arm Plank
PLANK,WEIGHTED_STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,Weighted Straight-arm Plank with Shoulder Touch
PLANK,WEIGHTED_SWISS_BALL_PLANK,Weighted Swiss Ball Plank
PLANK,WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT,Weighted Swiss Ball Plank Leg Lift
PLANK,WEIGHTED_SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,Weighted Swiss Ball Plank Leg Lift and Hold
PLANK,WEIGHTED_SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,Weighted Swiss Ball Plank with Feet on Bench
PLANK,WEIGHTED_SWISS_BALL_PRONE_JACKKNIFE,Weighted Swiss Ball Prone Jackknife
PLANK,WEIGHTED_SWISS_BALL_SIDE_PLANK,Weighted Swiss Ball Side Plank
PLANK,WEIGHTED_THREE_WAY_PLANK,Weighted Three-way Plank
PLANK,WEIGHTED_TOWEL_PLANK_AND_KNEE_IN,Weighted Towel Plank and Knee-in
PLANK,WEIGHTED_TURKISH_GET_UP_TO_SIDE_PLANK,Weighted Turkish Get-up to Side Plank
PLANK,WEIGHTED_TWO_POINT_PLANK,Weighted Two-Point Plank
PLANK,WEIGHTED_T_STABILIZATION,Weighted T-Stabilization
PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,Weighted Wide-stance Plank with Diagonal Arm Lift
PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,Weighted Wide-stance Plank with Diagonal Leg Lift
PLANK,WEIGHTED_WIDE_STANCE_PLANK_WITH_LEG_LIFT,Weighted Wide-stance Plank with Leg Lift
PLANK,WIDE_STANCE_PLANK_WITH_DIAGONAL_ARM_LIFT,Wide-stance Plank with Diagonal Arm Lift
PLANK,WIDE_STANCE_PLANK_WITH_DIAGONAL_LEG_LIFT,Wide-stance Plank with Diagonal Leg Lift
PLANK,WIDE_STANCE_PLANK_WITH_LEG_LIFT,Wide-stance Plank with Leg Lift
PLANK,WIDE_STANCE_PLANK_WITH_OPPOSITE_ARM_AND_LEG_LIFT,Wide-stance Plank with Opposite Arm and Leg Lift
PLANK,_45_DEGREE_PLANK,45-degree Plank
PLANK,_90_DEGREE_STATIC_HOLD,90-degree Static Hold
PLYO,ALTERNATING_JUMP_LUNGE,Alternating Jump Lunge
PLYO,BARBELL_JUMP_SQUAT,Barbell Jump Squat
PLYO,BODY_WEIGHT_JUMP_SQUAT,Body-weight Jump Squat
PLYO,BOX_JUMP,Box Jump
PLYO,BOX_JUMP_OVERS,Box Jump Overs
PLYO,BOX_JUMP_OVERS_OVER_THE_BOX,Box Jump Overs Over the Box
PLYO,CROSS_KNEE_STRIKE,Cross Knee Strike
PLYO,DEPTH_JUMP,Depth Jump
PLYO,DUMBBELL_JUMP_SQUAT,Dumbbell Jump Squat
PLYO,DUMBBELL_SPLIT_JUMP,Dumbbell Split Jump
PLYO,FRONT_KNEE_STRIKE,Front Knee Strike
PLYO,HIGH_BOX_JUMP,High Box Jump
PLYO,ISOMETRIC_EXPLOSIVE_BODY_WEIGHT_JUMP_SQUAT,Isometric-explosive Body-weight Jump Squat
PLYO,JUMP_SQUAT,Jump Squat
PLYO,LATERAL_LEAP_AND_HOP,Lateral Leap and Hop
PLYO,LATERAL_PLYO_SQUATS,Lateral Plyo Squats
PLYO,LATERAL_SLIDE,Lateral Slide
PLYO,MEDICINE_BALL_OVERHEAD_THROWS,Medicine Ball Overhead Throws
PLYO,MEDICINE_BALL_SIDE_THROW,Medicine Ball Side Throw
PLYO,MEDICINE_BALL_SLAM,Medicine Ball Slam
PLYO,PLYO,Plyo
PLYO,SIDE_TO_SIDE_MEDICINE_BALL_THROWS,Side-to-Side Medicine Ball Throws
PLYO,SIDE_TO_SIDE_SHUFFLE_JUMP,Side-to-Side Shuffle Jump
PLYO,SQUAT_JUMPS_IN_AND_OUT,Squat Jumps In and Out
PLYO,SQUAT_JUMP_ONTO_BOX,Squat Jump Onto Box
PLYO,STAR_JUMP_SQUATS,Star Jump Squats
PLYO,WEIGHTED_ALTERNATING_JUMP_LUNGE,Weighted Alternating Jump Lunge
PLYO,WEIGHTED_CROSS_KNEE_STRIKE,Weighted Cross Knee Strike
PLYO,WEIGHTED_DEPTH_JUMP,Weighted Depth Jump
PLYO,WEIGHTED_FRONT_KNEE_STRIKE,Weighted Front Knee Strike
PLYO,WEIGHTED_HIGH_BOX_JUMP,Weighted High Box Jump
PLYO,WEIGHTED_ISOMETRIC_EXPLOSIVE_JUMP_SQUAT,Weighted Isometric-explosive Jump Squat
PLYO,WEIGHTED_JUMP_SQUAT,Weighted Jump Squat
PLYO,WEIGHTED_LATERAL_LEAP_AND_HOP,Weighted Lateral Leap and Hop
PLYO,WEIGHTED_LATERAL_PLYO_SQUATS,Weighted Lateral Plyo Squats
PLYO,WEIGHTED_LATERAL_SLIDE,Weighted Lateral Slide
PLYO,WEIGHTED_SIDE_TO_SIDE_SHUFFLE_JUMP,Weighted Side-to-Side Shuffle Jump
PLYO,WEIGHTED_SQUAT_JUMPS_IN_AND_OUT,Weighted Squat Jumps In and Out
PLYO,WEIGHTED_SQUAT_JUMP_ONTO_BOX,Weighted Squat Jump Onto Box
PULL_UP,BANDED_PULL_UPS,Banded Pull-ups (Progression)
PULL_UP,BAND_ASSISTED_CHIN_UP,Band-assisted Chin-up
PULL_UP,BAND_ASSISTED_PULL_UP,Band-assisted Pull-up
PULL_UP,BURPEE_PULL_UP,Burpee Pull-up
PULL_UP,CHIN_UP,Chin-up
PULL_UP,CLOSE_GRIP_CHIN_UP,Close-grip Chin-up
PULL_UP,CLOSE_GRIP_LAT_PULLDOWN,Close-grip Lat Pull-down
PULL_UP,CROSSOVER_CHIN_UP,Crossover Chin-up
PULL_UP,EZ_BAR_PULLOVER,EZ-Bar Pull-over
PULL_UP,HANGING_HURDLE,Hanging Hurdle
PULL_UP,JUMPING_PULL_UPS,Jumping Pull-ups
PULL_UP,KIPPING_PULL_UP,Kipping Pull-up
PULL_UP,KNEELING_LAT_PULLDOWN,Kneeling Lat Pull-down
PULL_UP,KNEELING_UNDERHAND_GRIP_LAT_PULLDOWN,Kneeling Underhand-grip Lat Pull-down
PULL_UP,LAT_PULLDOWN,Lat Pull-down
PULL_UP,L_PULL_UP,L Pull-up
PULL_UP,MIXED_GRIP_CHIN_UP,Mixed-grip Chin-up
PULL_UP,MIXED_GRIP_PULL_UP,Mixed-grip Pull-up
PULL_UP,NEUTRAL_GRIP_CHIN_UP,Neutral-grip Chin-up
PULL_UP,NEUTRAL_GRIP_PULL_UP,Neutral-grip Pull-up
PULL_UP,PULL_UP,Pull-up
PULL_UP,REVERSE_GRIP_PULLDOWN,Reverse-grip Pull-down
PULL_UP,STANDING_CABLE_PULLOVER,Standing Cable Pull-over
PULL_UP,STRAIGHT_ARM_PULLDOWN,Straight-arm Pull-down
PULL_UP,SUSPENDED_CHIN_UP,Suspended Chin-up
PULL_UP,SWISS_BALL_EZ_BAR_PULLOVER,Swiss Ball EZ-Bar Pull-over
PULL_UP,TOWEL_PULL_UP,Towel Pull-up
PULL_UP,WEIGHTED_BURPEE_PULL_UP,Weighted Burpee Pull-up
PULL_UP,WEIGHTED_CHIN_UP,Weighted Chin-up
PULL_UP,WEIGHTED_CLOSE_GRIP_CHIN_UP,Weighted Close-grip Chin-up
PULL_UP,WEIGHTED_CROSSOVER_CHIN_UP,Weighted Crossover Chin-up
PULL_UP,WEIGHTED_HANGING_HURDLE,Weighted Hanging Hurdle
PULL_UP,WEIGHTED_JUMPING_PULL_UPS,Weighted Jumping Pull-ups
PULL_UP,WEIGHTED_KIPPING_PULL_UP,Weighted Kipping Pull-up
PULL_UP,WEIGHTED_L_PULL_UP,Weighted L Pull-up
PULL_UP,WEIGHTED_MIXED_GRIP_CHIN_UP,Weighted Mixed-grip Chin-up
PULL_UP,WEIGHTED_MIXED_GRIP_PULL_UP,Weighted Mixed-grip Pull-up
PULL_UP,WEIGHTED_NEUTRAL_GRIP_CHIN_UP,Weighted Neutral-grip Chin-up
PULL_UP,WEIGHTED_NEUTRAL_GRIP_PULL_UP,Weighted Neutral-grip Pull-up
PULL_UP,WEIGHTED_PULL_UP,Weighted Pull-up
PULL_UP,WEIGHTED_SUSPENDED_CHIN_UP,Weighted Suspended Chin-up
PULL_UP,WEIGHTED_TOWEL_PULL_UP,Weighted Towel Pull-up
PULL_UP,WEIGHTED_WIDE_GRIP_PULL_UP,Weighted Wide-grip Pull-up
PULL_UP,WIDE_GRIP_LAT_PULLDOWN,Wide-grip Lat Pull-down
PULL_UP,WIDE_GRIP_PULL_UP,Wide-grip Pull-up
PULL_UP,_30_DEGREE_LAT_PULLDOWN,30-degree Lat Pull-down
PUSH_UP,ALTERNATING_HANDS_MEDICINE_BALL_PUSH_UP,Alternating-hands Medicine Ball Push-up
PUSH_UP,ALTERNATING_STAGGERED_PUSH_UP,Alternating Staggered Push-up
PUSH_UP,BICEPS_PUSH_UP,Biceps Push-up
PUSH_UP,BOSU_BALL_PUSH_UP,Push-up on Bosu® Balance Trainer
PUSH_UP,CHEST_PRESS_WITH_BAND,Chest Press with Band
PUSH_UP,CLAPPING_PUSH_UP,Clapping Push-up
PUSH_UP,CLOSE_GRIP_MEDICINE_BALL_PUSH_UP,Close-grip Medicine Ball Push-up
PUSH_UP,CLOSE_HANDS_PUSH_UP,Close-hands Push-up
PUSH_UP,DECLINE_PUSH_UP,Decline Push-up
PUSH_UP,DIAMOND_PUSH_UP,Diamond Push-up
PUSH_UP,DYNAMIC_PUSH_UP,Dynamic Push-up
PUSH_UP,EXPLOSIVE_CROSSOVER_PUSH_UP,Explosive Crossover Push-up
PUSH_UP,EXPLOSIVE_PUSH_UP,Explosive Push-up
PUSH_UP,FEET_ELEVATED_SIDE_TO_SIDE_PUSH_UP,Feet-elevated Side-to-Side Push-up
PUSH_UP,HANDSTAND_PUSH_UP,Handstand Push-up
PUSH_UP,HAND_RELEASE_PUSH_UP,Hand Release Push-up
PUSH_UP,HINDU_PUSH_UP,Hindu Push-up
PUSH_UP,INCLINE_PUSH_UP,Incline Push-up
PUSH_UP,ISOMETRIC_EXPLOSIVE_PUSH_UP,Isometric-explosive Push-up
PUSH_UP,JUDO_PUSH_UP,Judo Push-up
PUSH_UP,KIPPING_HANDSTAND_PUSH_UP,Kipping Handstand Push-up
PUSH_UP,KIPPING_PARALLETTE_HANDSTAND_PUSH_UP,Kipping Parallette Handstand Push-up
PUSH_UP,KNEELING_PUSH_UP,Kneeling Push-up
PUSH_UP,MEDICINE_BALL_CHEST_PASS,Medicine Ball Chest Pass
PUSH_UP,MEDICINE_BALL_PUSH_UP,Medicine Ball Push-up
PUSH_UP,ONE_ARM_PUSH_UP,One-arm Push-up
PUSH_UP,PARALLETTE_HANDSTAND_PUSH_UP,Parallette Handstand Push-up
PUSH_UP,PIKE_PUSH_UP,Pike Push-up
PUSH_UP,PUSH_UP,Push-up
PUSH_UP,PUSH_UP_AND_ROW,Push-up and Row
PUSH_UP,PUSH_UP_PLUS,Push-up Plus
PUSH_UP,PUSH_UP_WITH_FEET_ON_SWISS_BALL,Push-up with Feet on Swiss Ball
PUSH_UP,PUSH_UP_WITH_ONE_HAND_ON_MEDICINE_BALL,Push-up with One Hand on Medicine Ball
PUSH_UP,RING_HANDSTAND_PUSH_UP,Ring Handstand Push-up
PUSH_UP,RING_PUSH_UP,Ring Push-up
PUSH_UP,SHOULDER_PUSH_UP,Shoulder Push-up
PUSH_UP,SHOULDER_TAPPING_PUSH_UP,Shoulder Tapping Push-up
PUSH_UP,SINGLE_ARM_MEDICINE_BALL_PUSH_UP,Single-arm Medicine Ball Push-up
PUSH_UP,SPIDERMAN_PUSH_UP,Spiderman Push-up
PUSH_UP,STACKED_FEET_PUSH_UP,Stacked-feet Push-up
PUSH_UP,STAGGERED_HANDS_PUSH_UP,Staggered-hands Push-up
PUSH_UP,SUSPENDED_PUSH_UP,Suspended Push-up
PUSH_UP,SWISS_BALL_PUSH_UP,Swiss Ball Push-up
PUSH_UP,SWISS_BALL_PUSH_UP_PLUS,Swiss Ball Push-up Plus
PUSH_UP,TRIPLE_STOP_PUSH_UP,Triple-stop Push-up
PUSH_UP,T_PUSH_UP,T Push-up
PUSH_UP,WEIGHTED_ALTERNATING_HANDS_MEDICINE_BALL_PUSH_UP,Weighted Alternating-hands Medicine Ball Push-up
PUSH_UP,WEIGHTED_ALTERNATING_STAGGERED_PUSH_UP,Weighted Alternating Staggered Push-up
PUSH_UP,WEIGHTED_BICEPS_PUSH_UP,Weighted Biceps Push-up
PUSH_UP,WEIGHTED_BOSU_BALL_PUSH_UP,Weighted Push-up on Bosu® Balance Trainer
PUSH_UP,WEIGHTED_CLAPPING_PUSH_UP,Weighted Clapping Push-up
PUSH_UP,WEIGHTED_CLOSE_GRIP_MEDICINE_BALL_PUSH_UP,Weighted Close-grip Medicine Ball Push-up
PUSH_UP,WEIGHTED_CLOSE_HANDS_PUSH_UP,Weighted Close-hands Push-up
PUSH_UP,WEIGHTED_DECLINE_PUSH_UP,Weighted Decline Push-up
PUSH_UP,WEIGHTED_DIAMOND_PUSH_UP,Weighted Diamond Push-up
PUSH_UP,WEIGHTED_EXPLOSIVE_CROSSOVER_PUSH_UP,Weighted Explosive Crossover Push-up
PUSH_UP,WEIGHTED_EXPLOSIVE_PUSH_UP,Weighted Explosive Push-up
PUSH_UP,WEIGHTED_FEET_ELEVATED_SIDE_TO_SIDE_PUSH_UP,Weighted Feet-elevated Side-to-Side Push-up
PUSH_UP,WEIGHTED_HANDSTAND_PUSH_UP,Weighted Handstand Push-up
PUSH_UP,WEIGHTED_HAND_RELEASE_PUSH_UP,Weighted Hand Release Push-up
PUSH_UP,WEIGHTED_HINDU_PUSH_UP,Weighted Hindu Push-up
PUSH_UP,WEIGHTED_INCLINE_PUSH_UP,Weighted Incline Push-up
PUSH_UP,WEIGHTED_ISOMETRIC_EXPLOSIVE_PUSH_UP,Weighted Isometric-explosive Push-up
PUSH_UP,WEIGHTED_JUDO_PUSH_UP,Weighted Judo Push-up
PUSH_UP,WEIGHTED_KNEELING_PUSH_UP,Weighted Kneeling Push-up
PUSH_UP,WEIGHTED_MEDICINE_BALL_PUSH_UP,Weighted Medicine Ball Push-up
PUSH_UP,WEIGHTED_ONE_ARM_PUSH_UP,Weighted One-arm Push-up
PUSH_UP,WEIGHTED_PARALLETTE_HANDSTAND_PUSH_UP,Weighted Parallette Handstand Push-up
PUSH_UP,WEIGHTED_PIKE_PUSH_UP,Weighted Pike Push-up
PUSH_UP,WEIGHTED_PUSH_UP,Weighted Push-up
PUSH_UP,WEIGHTED_PUSH_UP_AND_ROW,Weighted Push-up and Row
PUSH_UP,WEIGHTED_PUSH_UP_PLUS,Weighted Push-up Plus
PUSH_UP,WEIGHTED_PUSH_UP_WITH_FEET_ON_SWISS_BALL,Weighted Push-up with Feet on Swiss Ball
PUSH_UP,WEIGHTED_PUSH_UP_WITH_ONE_HAND_ON_MEDICINE_BALL,Weighted Push-up with One Hand on Medicine Ball
PUSH_UP,WEIGHTED_RING_HANDSTAND_PUSH_UP,Weighted Ring Handstand Push-up
PUSH_UP,WEIGHTED_RING_PUSH_UP,Weighted Ring Push-up
PUSH_UP,WEIGHTED_SHOULDER_PUSH_UP,Weighted Shoulder Push-up
PUSH_UP,WEIGHTED_SINGLE_ARM_MEDICINE_BALL_PUSH_UP,Weighted Single-arm Medicine Ball Push-up
PUSH_UP,WEIGHTED_SPIDERMAN_PUSH_UP,Weighted Spiderman Push-up
PUSH_UP,WEIGHTED_STACKED_FEET_PUSH_UP,Weighted Stacked-feet Push-up
PUSH_UP,WEIGHTED_STAGGERED_HANDS_PUSH_UP,Weighted Staggered-hands Push-up
PUSH_UP,WEIGHTED_SUSPENDED_PUSH_UP,Weighted Suspended Push-up
PUSH_UP,WEIGHTED_SWISS_BALL_PUSH_UP,Weighted Swiss Ball Push-up
PUSH_UP,WEIGHTED_SWISS_BALL_PUSH_UP_PLUS,Weighted Swiss Ball Push-up Plus
PUSH_UP,WEIGHTED_TRIPLE_STOP_PUSH_UP,Weighted Triple-stop Push-up
PUSH_UP,WEIGHTED_T_PUSH_UP,Weighted T Push-up
PUSH_UP,WEIGHTED_WIDE_HANDS_PUSH_UP,Weighted Wide-hands Push-up
PUSH_UP,WIDE_GRIP_PUSH_UP,Wide-grip Push-up
PUSH_UP,WIDE_HANDS_PUSH_UP,Wide-hands Push-up
ROW,ALTERNATING_DUMBBELL_ROW,Alternating Dumbbell Row
ROW,BANDED_FACE_PULLS,Banded Face Pulls
ROW,BARBELL_ROW,Barbell Row
ROW,BARBELL_STRAIGHT_LEG_DEADLIFT_TO_ROW,Barbell Straight-leg Deadlift to Row
ROW,BENT_OVER_ROW_WITH_BARBELL,Bent-over Row with Barbell
ROW,BENT_OVER_ROW_WITH_DUMBELL,Bent-over Row with Dumbbell
ROW,CABLE_ROW_STANDING,Cable Row Standing
ROW,CHEST_SUPPORTED_DUMBBELL_ROW,Chest Supported Dumbbell Row
ROW,DECLINE_RING_ROW,Decline Ring Row
ROW,DUMBBELL_ROW,Dumbbell Row
ROW,ELEVATED_FEET_INVERTED_ROW,Elevated-feet Inverted Row
ROW,ELEVATED_RING_ROW,Elevated Ring Row
ROW,FACE_PULL,Face Pull
ROW,FACE_PULL_WITH_EXTERNAL_ROTATION,Face Pull with External Rotation
ROW,INDOOR_ROW,Rowing Machine
ROW,INVERTED_ROW,Inverted Row
ROW,INVERTED_ROW_WITH_FEET_ON_SWISS_BALL,Inverted Row with Feet on Swiss Ball
ROW,KETTLEBELL_ROW,Kettlebell Row
ROW,MODIFIED_INVERTED_ROW,Modified Inverted Row
ROW,NEUTRAL_GRIP_ALTERNATING_DUMBBELL_ROW,Neutral-grip Alternating Dumbbell Row
ROW,ONE_ARM_BENT_OVER_ROW,One-arm Bent-over Row
ROW,ONE_LEGGED_DUMBBELL_ROW,One-legged Dumbbell Row
ROW,RENEGADE_ROW,Renegade Row
ROW,REVERSE_GRIP_BARBELL_ROW,Reverse-grip Barbell Row
ROW,RING_ROW,Ring Row
ROW,ROPE_HANDLE_CABLE_ROW,Rope-handle Cable Row
ROW,ROW,Row
ROW,SEATED_CABLE_ROW,Seated Cable Row
ROW,SEATED_DUMBBELL_ROW,Seated Dumbbell Row
ROW,SEATED_UNDERHAND_GRIP_CABLE_ROW,Seated Underhand-grip Cable Row
ROW,SINGLE_ARM_CABLE_ROW,Single-arm Cable Row
ROW,SINGLE_ARM_CABLE_ROW_AND_ROTATION,Single-arm Cable Row and Rotation
ROW,SINGLE_ARM_INVERTED_ROW,Single-arm Inverted Row
ROW,SINGLE_ARM_NEUTRAL_GRIP_DUMBBELL_ROW,Single-arm Neutral-grip Dumbbell Row
ROW,SINGLE_ARM_NEUTRAL_GRIP_DUMBBELL_ROW_AND_ROTATION,Single-arm Neutral-grip Dumbbell Row and Rotation
ROW,SUSPENDED_INVERTED_ROW,Suspended Inverted Row
ROW,TOWEL_GRIP_INVERTED_ROW,Towel-grip Inverted Row
ROW,TRX_INVERTED_ROW,TRX Inverted Row
ROW,T_BAR_ROW,T-Bar Row
ROW,UNDERHAND_GRIP_CABLE_ROW,Underhand-grip Cable Row
ROW,V_GRIP_CABLE_ROW,V-grip Cable Row
ROW,WEIGHTED_ELEVATED_FEET_INVERTED_ROW,Weighted Elevated-feet Inverted Row
ROW,WEIGHTED_INVERTED_ROW,Weighted Inverted Row
ROW,WEIGHTED_INVERTED_ROW_WITH_FEET_ON_SWISS_BALL,Weighted Inverted Row with Feet on Swiss Ball
ROW,WEIGHTED_MODIFIED_INVERTED_ROW,Weighted Modified Inverted Row
ROW,WEIGHTED_ROW,Weighted Row
ROW,WEIGHTED_SINGLE_ARM_INVERTED_ROW,Weighted Single-arm Inverted Row
ROW,WEIGHTED_SUSPENDED_INVERTED_ROW,Weighted Suspended Inverted Row
ROW,WEIGHTED_TOWEL_GRIP_INVERTED_ROW,Weighted Towel-grip Inverted Row
ROW,WEIGHTED_TRX_INVERTED_ROW,Weighted TRX Inverted Row
ROW,WIDE_GRIP_SEATED_CABLE_ROW,Wide-grip Seated Cable Row
RUN,JOG,Jog
RUN,RUN,Run
RUN,RUN_OR_WALK,Run or Walk
RUN,SPRINT,Sprint
RUN,WALK,Walk
RUN_INDOOR,INDOOR_TRACK_RUN,Indoor Track Run
RUN_INDOOR,RUN_INDOOR,Run Indoor
RUN_INDOOR,TREADMILL,Treadmill
SANDBAG,AROUND_THE_WORLD,Sandbag Around the World
SANDBAG,BACK_SQUAT,Sandbag Back Squat
SANDBAG,BEAR_CRAWL_PULL_THROUGH,Sandbag Bear Crawl Pull-through
SANDBAG,BEAR_HUG_SQUAT,Sandbag Bear Hug Squat
SANDBAG,CLEAN,Sandbag Clean
SANDBAG,CLEAN_AND_PRESS,Sandbag Clean and Press
SANDBAG,CURL,Sandbag Curl
SANDBAG,FRONT_CARRY,Sandbag Front Carry
SANDBAG,FRONT_SQUAT,Sandbag Front Squat
SANDBAG,LUNGE,Sandbag Lunge
SANDBAG,OVERHEAD_PRESS,Sandbag Overhead Press
SANDBAG,PLANK_PULL_THROUGH,Sandbag Plank Pull-through
SANDBAG,ROTATIONAL_LUNGE,Sandbag Rotational Lunge
SANDBAG,ROW,Sandbag Row
SANDBAG,RUSSIAN_TWIST,Sandbag Russian Twist
SANDBAG,SANDBAG,Sandbag
SANDBAG,SHOULDERING,Sandbag Shouldering
SANDBAG,SHOVELING,Sandbag Shoveling
SANDBAG,SIDE_LUNGE,Sandbag Side Lunge
SANDBAG,SPRINT,Sandbag Sprint
SANDBAG,ZERCHER_SQUAT,Sandbag Zercher Squat
SHOULDER_PRESS,ALTERNATING_DUMBBELL_SHOULDER_PRESS,Alternating Dumbbell Shoulder Press
SHOULDER_PRESS,ARNOLD_PRESS,Arnold Press
SHOULDER_PRESS,BARBELL_FRONT_SQUAT_TO_PUSH_PRESS,Barbell Front Squat to Push Press
SHOULDER_PRESS,BARBELL_PUSH_PRESS,Barbell Push Press
SHOULDER_PRESS,BARBELL_SHOULDER_PRESS,Barbell Shoulder Press
SHOULDER_PRESS,DEAD_CURL_PRESS,Dead-curl Press
SHOULDER_PRESS,DUMBBELL_ALTERNATING_SHOULDER_PRESS_AND_TWIST,Dumbbell Alternating Shoulder Press and Twist
SHOULDER_PRESS,DUMBBELL_FRONT_RAISE,Dumbbell Front Raise
SHOULDER_PRESS,DUMBBELL_HAMMER_CURL_TO_LUNGE_TO_PRESS,Dumbbell Hammer Curl to Lunge to Press
SHOULDER_PRESS,DUMBBELL_PUSH_PRESS,Dumbbell Push Press
SHOULDER_PRESS,DUMBBELL_SHOULDER_PRESS,Dumbbell Shoulder Press
SHOULDER_PRESS,FLOOR_INVERTED_SHOULDER_PRESS,Floor Inverted Shoulder Press
SHOULDER_PRESS,INVERTED_SHOULDER_PRESS,Inverted Shoulder Press
SHOULDER_PRESS,MILITARY_PRESS,Military Press
SHOULDER_PRESS,ONE_ARM_PUSH_PRESS,One-arm Push Press
SHOULDER_PRESS,OVERHEAD_BARBELL_PRESS,Barbell Overhead Press
SHOULDER_PRESS,OVERHEAD_DUMBBELL_PRESS,Overhead Dumbbell Press
SHOULDER_PRESS,SEATED_BARBELL_SHOULDER_PRESS,Seated Barbell Shoulder Press
SHOULDER_PRESS,SEATED_DUMBBELL_SHOULDER_PRESS,Seated Dumbbell Shoulder Press
SHOULDER_PRESS,SHOULDER_PRESS,Shoulder Press
SHOULDER_PRESS,SINGLE_ARM_DUMBBELL_SHOULDER_PRESS,Single-arm Dumbbell Shoulder Press
SHOULDER_PRESS,SINGLE_ARM_STEP_UP_AND_PRESS,Single-arm Step-up and Press
SHOULDER_PRESS,SMITH_MACHINE_OVERHEAD_PRESS,Smith Machine Overhead Press
SHOULDER_PRESS,SPLIT_STANCE_HAMMER_CURL_TO_PRESS,Split-stance Hammer Curl to Press
SHOULDER_PRESS,STRICT_PRESS,Strict Press
SHOULDER_PRESS,SWISS_BALL_DUMBBELL_SHOULDER_PRESS,Swiss Ball Dumbbell Shoulder Press
SHOULDER_PRESS,WEIGHTED_FLOOR_INVERTED_SHOULDER_PRESS,Weighted Floor Inverted Shoulder Press
SHOULDER_PRESS,WEIGHTED_INVERTED_SHOULDER_PRESS,Weighted Inverted Shoulder Press
SHOULDER_PRESS,WEIGHT_PLATE_FRONT_RAISE,Weight-plate Front Raise
SHOULDER_STABILITY,BAND_EXTERNAL_ROTATION,Band External Rotation
SHOULDER_STABILITY,BAND_INTERNAL_ROTATION,Band Internal Rotation
